"created_at","PM1.0_CF_1_ug/m3_A","PM2.5_CF_1_ug/m3_A","PM10.0_CF_1_ug/m3_A","Uptime_Minutes_A","RSSI_dbm_A","Temperature_F_A","Humidity_%_A","PM2.5_CF_ATM_ug/m3_A","0.3um/dl_A","0.5um/dl_A","1.0um/dl_A","2.5um/dl_A","5.0um/dl_A","10.0um/dl_A","PM1.0_CF_ATM_ug/m3_A","PM10_CF_ATM_ug/m3_A","PM1.0_CF_1_ug/m3_B","PM2.5_CF_1_ug/m3_B","PM10.0_CF_1_ug/m3_B","HEAP_B","ADC0_voltage_B","Atmos_Pres_B","Not_Used_B","PM2.5_CF_ATM_ug/m3_B","0.3um/dl_B","0.5um/dl_B","1.0um/dl_B","2.5um/dl_B","5.0um/dl_B","10.0um/dl_B","PM1.0_CF_ATM_ug/m3_B","PM10_CF_ATM_ug/m3_B","ID","Name","Lat","Lon","Location","Type"
"2019-05-31 22:00:00 +0000",0.785,1.36,1.67,393,-53,82,26,1.36,309.395,84.175,11.92,1.615,0.275,0,0.785,1.67,1.055,1.51,1.605,20528,0.025,992.885,NA,1.51,323.43,98.985,10.825,0.84,0.175,0,1.055,1.605,31849,"PALouisville2",38.296903,-85.655453,"outside","PMS5003+PMS5003+BME280"
"2019-05-31 22:15:00 +0000",0.8,1.72,1.9,396,-56,82,26,1.72,344.7,98.87,15.97,2.14,0,0,0.8,1.9,0.97,1.1,1.24,20360,0.02,992.84,NA,1.1,297.09,91.38,8.97,0.57,0,0,0.97,1.24,31849,"PALouisville2",38.296903,-85.655453,"outside","PMS5003+PMS5003+BME280"
"2019-06-26 16:45:00 +0000",1.98,2.78,3.12,546,-64,83,27,2.78,499.69,141.94,17.69,1.31,0,0,1.98,3.12,2.22,2.99,3.07,21336,0.02,1001.63,NA,2.99,518.43,156.43,16.51,0.65,0.18,0,2.22,3.07,31849,"PALouisville2",38.296903,-85.655453,"outside","PMS5003+PMS5003+BME280"
"2019-06-26 17:00:00 +0000",1.942,2.842,3.082,554.333,-64.333,83,27.667,2.842,522.18,147.398,18.697,1.04,0.187,0,1.942,3.082,2.058,2.762,2.908,22453.333,0.02,1001.583,NA,2.762,536.585,161.063,17.675,0.842,0.197,0.037,2.058,2.908,31849,"PALouisville2",38.296903,-85.655453,"outside","PMS5003+PMS5003+BME280"
"2019-06-26 17:15:00 +0000",2.14,3.166,3.488,569,-62.5,83,27.25,3.166,566.275,161.772,19.976,1.761,0.431,0,2.14,3.488,2.365,3.172,3.296,21698,0.02,1001.596,NA,3.172,558.442,170.509,18.285,0.708,0.179,0,2.365,3.296,31849,"PALouisville2",38.296903,-85.655453,"outside","PMS5003+PMS5003+BME280"
"2019-06-26 17:30:00 +0000",2.257,3.187,3.28,584,-63.429,82.857,27.571,3.187,583.471,166.406,19.363,1.151,0.071,0,2.257,3.28,2.564,3.341,3.564,21682.286,0.02,1001.473,NA,3.341,598.294,181.634,19.781,0.89,0.296,0.034,2.564,3.564,31849,"PALouisville2",38.296903,-85.655453,"outside","PMS5003+PMS5003+BME280"
"2019-06-26 17:45:00 +0000",2.53,3.772,3.979,599,-62.875,83,27.625,3.772,645.226,184.048,23.745,1.586,0.118,0.066,2.53,3.979,2.966,3.711,3.849,21761,0.02,1001.37,NA,3.711,638.946,193.696,18.95,0.802,0.244,0,2.966,3.849,31849,"PALouisville2",38.296903,-85.655453,"outside","PMS5003+PMS5003+BME280"
"2019-06-26 18:00:00 +0000",2.799,4.097,4.36,614,-63.143,83,27,4.097,670.244,190.911,26.411,1.777,0.227,0.049,2.799,4.36,2.949,3.944,4.121,21658.286,0.02,1001.246,NA,3.944,675.749,204.496,20.15,0.933,0.23,0.053,2.949,4.121,31849,"PALouisville2",38.296903,-85.655453,"outside","PMS5003+PMS5003+BME280"
"2019-06-26 18:15:00 +0000",2.779,3.786,3.915,629,-63,82.625,26.625,3.786,673.766,190.998,21.436,0.934,0.068,0,2.779,3.915,3.011,3.971,4.134,21804,0.02,1001.112,NA,3.971,654.162,200.745,22.038,0.774,0.179,0,3.011,4.134,31849,"PALouisville2",38.296903,-85.655453,"outside","PMS5003+PMS5003+BME280"
"2019-06-26 18:30:00 +0000",2.824,4.01,4.373,644,-62.429,81.857,26.571,4.01,681.517,195.264,25.779,1.647,0.247,0.181,2.824,4.373,3.024,3.823,4.067,21585.143,0.02,1000.996,NA,3.823,658.097,199.627,20.58,1.006,0.304,0.03,3.024,4.067,31849,"PALouisville2",38.296903,-85.655453,"outside","PMS5003+PMS5003+BME280"
