"created_at","PM1.0_CF_1_ug/m3_A","PM2.5_CF_1_ug/m3_A","PM10.0_CF_1_ug/m3_A","Uptime_Minutes_A","RSSI_dbm_A","Temperature_F_A","Humidity_%_A","PM2.5_CF_ATM_ug/m3_A","0.3um/dl_A","0.5um/dl_A","1.0um/dl_A","2.5um/dl_A","5.0um/dl_A","10.0um/dl_A","PM1.0_CF_ATM_ug/m3_A","PM10_CF_ATM_ug/m3_A","PM1.0_CF_1_ug/m3_B","PM2.5_CF_1_ug/m3_B","PM10.0_CF_1_ug/m3_B","HEAP_B","ADC0_voltage_B","Atmos_Pres_B","Not_Used_B","PM2.5_CF_ATM_ug/m3_B","0.3um/dl_B","0.5um/dl_B","1.0um/dl_B","2.5um/dl_B","5.0um/dl_B","10.0um/dl_B","PM1.0_CF_ATM_ug/m3_B","PM10_CF_ATM_ug/m3_B","ID","Name","Lat","Lon","Location","Type"
"2020-01-10 21:45:00 +0000",30.968,43.726,48.15,6,-85.2,57.6,46,40.234,4592.364,1347.666,214.228,13.772,4.822,0.79,27.656,47.944,28.284,41.64,47.518,19876.8,0.016,996.798,NA,38.318,4113.64,1299.092,224.458,16.87,6.578,2.076,25.784,47.368,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-10 22:00:00 +0000",31.173,45.476,50.093,18,-86,53,53.286,41.966,4337.273,1295.68,223.779,14.346,5.01,0.761,28.317,50.06,28.996,43.696,51.904,19499.429,0.021,997.059,NA,40.329,4035.779,1276.047,227.253,21.766,8.731,2.594,26.736,51.55,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-10 22:15:00 +0000",33.052,48.884,54.76,33,-84.875,50.25,59.875,44.559,4408.862,1319.324,237.835,17.071,6.484,1.005,29.719,54.511,31.341,48.28,57.605,19424,0.028,997.038,NA,43.63,4195.854,1329.445,244.935,28.046,9.665,3.108,28.272,56.458,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-10 22:30:00 +0000",34.453,51.166,57.194,48,-84.571,49.286,62.857,46.214,4502.273,1349.941,243.34,17.891,6.137,0.893,30.596,56.724,32.76,51.411,61.776,19547.429,0.03,996.596,NA,45.709,4317.961,1368.076,255.546,33.937,10.517,3.017,29.331,59.536,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-10 22:45:00 +0000",35.175,51.579,57.684,63,-85.125,49,64.625,46.484,4587.092,1372.9,244.415,17.525,5.898,1.092,30.999,57.159,33.7,51.93,62.741,19423,0.03,995.745,NA,46.054,4406.571,1397.21,259.652,31.335,11.218,3.61,29.715,60.28,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-10 23:00:00 +0000",78.291,124.374,148.181,78,-84.857,49.286,65.286,89.947,9831.11,2996.397,659.737,63.874,24.643,3.476,56.454,111.011,74.364,128.504,167.893,19428.571,0.03,996.229,NA,92.026,9598.133,3071.646,742.947,102.666,40.84,12.843,53.741,123.349,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-10 23:15:00 +0000",33.885,50.346,57.079,93,-85,50,64.875,45.635,4483.796,1346.709,243.145,17.449,6.71,1.15,30.276,56.63,32.379,52.259,61.712,19528,0.029,996.174,NA,46.018,4331.939,1373.134,266.632,32.205,9.694,3.23,29.172,59.466,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-10 23:30:00 +0000",35.629,53.176,59.401,108,-85.714,49.286,65.286,47.376,4672.297,1400.204,253.334,18.401,6.35,0.913,31.12,58.609,33.73,53.169,64.17,19482.286,0.03,996.061,NA,46.697,4458.696,1412.49,274.267,32.336,11.071,3.624,29.684,61.126,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-10 23:45:00 +0000",33.356,50.509,56.669,123,-84.5,49,66.375,45.731,4366.401,1314.388,243.521,18.774,6.361,1.018,30.005,56.368,31.786,51.102,61.555,19253,0.03,995.666,NA,45.515,4210.004,1335.654,263.399,32.195,10.851,3.869,28.898,59.449,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-11 00:00:00 +0000",32.016,47.711,54.309,138,-84.857,48.714,66.571,43.934,4209.624,1264.314,229.326,17.841,6.956,1.179,29.511,53.717,30.403,48.583,57.167,19411.429,0.03,995.233,NA,43.977,4012.917,1269.843,248.521,29.399,8.367,2.449,28.176,56.081,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-11 00:15:00 +0000",30.763,45.694,52.13,152,-85.143,48.429,67.571,43.054,4012.25,1207.023,219.419,15.891,7.09,0.947,28.736,52.119,29.583,47.027,54.74,19264,0.03,995.264,NA,43.283,3872.983,1230.45,243.27,24.114,7.893,2.12,27.77,54.316,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-11 00:30:00 +0000",31.39,47.038,52.936,167,-85.25,47.75,68,44.022,4062.122,1220.574,225.258,17.126,5.908,0.859,29.12,52.895,30.158,47.422,55.578,19507,0.03,994.686,NA,43.459,3901.698,1237.194,242.335,25.311,8.33,2.405,27.994,55.086,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-11 00:45:00 +0000",31.589,46.922,52.6,183,-84.5,48.125,68.375,43.829,4109.161,1233.631,223.214,16.806,5.726,0.904,29.216,52.56,30.351,48.155,58.428,19388,0.03,993.884,NA,43.935,3970.956,1258.729,249.646,29.558,10.341,3.012,28.108,57.334,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-11 01:00:00 +0000",30.531,46.377,53.114,198,-84.286,48,68.857,43.479,3995.753,1197.599,226.376,17.997,7.083,1.184,28.646,53.049,29.341,46.331,56.11,19411.429,0.03,994.034,NA,42.883,3824.74,1213.014,239.581,27.567,9.766,3.289,27.51,55.513,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-11 01:15:00 +0000",30.666,46.595,52.959,213,-85.125,48.5,69,43.612,4004.982,1204.766,232.736,17.841,6.489,1.101,28.644,52.901,29.134,47.676,57.761,19528,0.03,993.658,NA,43.689,3848.804,1221.054,251.344,32.185,9.61,2.879,27.472,56.834,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-11 01:30:00 +0000",30.231,46.517,52.323,228,-85.143,48,69,43.497,3972.3,1196.106,228.106,16.461,6.039,1.027,28.473,52.29,28.753,47.052,55.573,19564,0.03,991.622,NA,43.27,3789.13,1203.087,246.997,28.721,8.779,3.083,27.353,55.36,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-11 01:45:00 +0000",28.994,43.455,48.802,243,-86.5,46.375,69.625,41.754,3771.599,1135.555,207.296,15.789,5.589,0.565,27.661,48.794,27.466,44.361,52.346,19549,0.03,992.798,NA,41.744,3603.748,1144.745,232.011,26.106,7.622,2.351,26.37,52.154,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-11 02:00:00 +0000",29.054,43.913,48.649,258,-85,46.286,70.429,41.96,3789.59,1138.531,211.024,15.09,4.65,0.864,27.583,48.626,27.557,44.193,51.987,19537.143,0.03,992.661,NA,41.664,3594.381,1140.507,225.724,25.384,7.967,2.344,26.379,51.874,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-11 02:15:00 +0000",27.568,40.418,45.214,273,-85,47.875,70.375,39.554,3577.198,1076.29,194.524,12.83,4.9,0.792,26.668,45.212,25.766,40.999,48.228,19515,0.03,992.846,NA,39.566,3379.32,1072.744,212.62,22.781,7.072,1.798,25.231,48.122,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-11 02:30:00 +0000",23.537,35.276,39.507,288,-85.143,47.429,71.143,35.214,3094.403,932.834,171.371,11.677,4.219,0.604,23.507,39.507,22.667,36.059,41.487,19184,0.03,992.03,NA,35.763,2976.471,944.091,182.959,19.529,4.993,1.506,22.609,41.487,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-11 02:45:00 +0000",20.737,30.469,34.269,302,-86.143,46.286,71.571,30.469,2760.613,826.729,144.174,10.113,3.78,0.54,20.737,34.269,19.501,30.056,35.119,19516.571,0.03,990.757,NA,30.056,2617.203,828.11,153.559,14.06,4.804,1.464,19.501,35.119,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-11 03:00:00 +0000",16.102,22.819,25.176,317,-84.25,44,72.25,22.819,2189.54,649.869,105.351,6.08,2.481,0.352,16.102,25.176,15.411,23.221,26.097,18905.143,0.03,991.833,NA,23.221,2106.271,667.201,116.221,9.145,3.031,0.824,15.706,26.728,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
"2020-01-11 03:15:00 +0000",12.859,18.035,19.574,333,-85.375,46,72.375,18.035,1809.676,536.919,79.511,4.315,1.368,0.298,12.859,19.574,13.149,18.982,21.35,19240,0.03,992.291,NA,18.982,1771.888,560.415,89.319,6.829,2.389,0.756,13.149,21.35,5534,"LVEJO_Location3",41.834072,-87.718255,"outside","PMS5003+PMS5003+BME280"
