"created_at","PM1.0_CF_1_ug/m3_A","PM2.5_CF_1_ug/m3_A","PM10.0_CF_1_ug/m3_A","Uptime_Minutes_A","RSSI_dbm_A","Temperature_F_A","Humidity_%_A","PM2.5_CF_ATM_ug/m3_A","0.3um/dl_A","0.5um/dl_A","1.0um/dl_A","2.5um/dl_A","5.0um/dl_A","10.0um/dl_A","PM1.0_CF_ATM_ug/m3_A","PM10_CF_ATM_ug/m3_A","PM1.0_CF_1_ug/m3_B","PM2.5_CF_1_ug/m3_B","PM10.0_CF_1_ug/m3_B","HEAP_B","ADC0_voltage_B","Atmos_Pres_B","Not_Used_B","PM2.5_CF_ATM_ug/m3_B","0.3um/dl_B","0.5um/dl_B","1.0um/dl_B","2.5um/dl_B","5.0um/dl_B","10.0um/dl_B","PM1.0_CF_ATM_ug/m3_B","PM10_CF_ATM_ug/m3_B","ID","Name","Lat","Lon","Location","Type"
"2020-02-22 17:30:00 +0000",10.909,15.879,17.261,8,-60.429,49,39,15.879,1661.934,483.949,73.139,5.283,1.504,0.447,10.909,17.261,12.769,18.324,21.017,19619.429,0.034,1002.6,NA,18.324,1655.687,522.55,75.503,7.371,3.021,1.26,12.769,21.017,5554,"LVEJO_Location4",41.853763,-87.693032,"outside","PMS5003+PMS5003+BME280"
"2020-02-22 17:45:00 +0000",11.198,16.288,17.935,23,-59.625,49,37.125,16.288,1696.072,499.172,76.724,5.929,1.761,0.514,11.198,17.935,13.249,18.959,22.555,19699,0.04,1002.471,NA,18.959,1727.989,543.815,80.664,8.609,4.008,1.515,13.249,22.555,5554,"LVEJO_Location4",41.853763,-87.693032,"outside","PMS5003+PMS5003+BME280"
"2020-02-22 18:00:00 +0000",11.381,16.636,18.334,38,-59.857,49.143,36.714,16.636,1728.667,504.194,76.64,5.864,1.941,0.529,11.381,18.334,13.403,18.566,21.411,19401.143,0.04,1002.3,NA,18.566,1732.856,545.946,77.077,6.597,3.081,1.206,13.403,21.411,5554,"LVEJO_Location4",41.853763,-87.693032,"outside","PMS5003+PMS5003+BME280"
"2020-02-22 18:15:00 +0000",11.568,17.495,19.364,53,-60.5,50,36,17.495,1773.895,522.145,82.806,7.058,2.084,0.562,11.568,19.364,13.651,19.48,22.954,19465,0.04,1002.026,NA,19.48,1774.718,558.678,84.81,8.741,3.95,1.151,13.651,22.954,5554,"LVEJO_Location4",41.853763,-87.693032,"outside","PMS5003+PMS5003+BME280"
"2020-02-22 18:30:00 +0000",11.266,16.386,18.114,68,-59.429,50.714,35.429,16.386,1729.174,507.37,79.86,5.884,1.931,0.634,11.266,18.114,12.809,18.261,21.431,19409.143,0.04,1001.599,NA,18.261,1704.181,534.343,78.999,7.831,3.476,1.253,12.809,21.431,5554,"LVEJO_Location4",41.853763,-87.693032,"outside","PMS5003+PMS5003+BME280"
"2020-02-22 18:45:00 +0000",11.308,16.551,18.311,83,-59.75,51.75,35.125,16.551,1738.139,513.072,81.899,6.322,1.941,0.456,11.308,18.311,12.738,18.125,21.524,19550,0.04,1001.25,NA,18.125,1693.831,532.284,82.405,7.62,3.861,1.761,12.738,21.524,5554,"LVEJO_Location4",41.853763,-87.693032,"outside","PMS5003+PMS5003+BME280"
"2020-02-22 19:00:00 +0000",12.677,18.326,19.84,98,-61.571,52.571,34,18.304,1959.41,574.751,88.937,6.354,1.779,0.637,12.64,19.84,14.89,20.78,24.516,19546.286,0.04,1000.966,NA,20.78,1976.673,622.24,90.323,8.894,4.353,1.704,14.877,24.516,5554,"LVEJO_Location4",41.853763,-87.693032,"outside","PMS5003+PMS5003+BME280"
"2020-02-22 19:15:00 +0000",12.204,17.726,19.545,113,-62.5,53.5,34,17.726,1855.589,550.409,88.073,6.43,2.02,0.469,12.064,19.084,14.674,20.481,24.003,19594.286,0.04,1000.894,NA,20.481,1998.724,616.887,88.356,9.446,3.953,1.566,14.674,24.003,5554,"LVEJO_Location4",41.853763,-87.693032,"outside","PMS5003+PMS5003+BME280"
"2020-02-22 19:30:00 +0000",11.916,17.521,19.339,128,-63.857,55,33.429,17.521,1912.682,562.1,90.962,7.421,2.321,0.581,12.074,19.768,14.636,20.342,23.909,19613,0.04,1000.7,NA,20.342,2018.199,631.618,89.235,9.205,3.988,1.611,14.636,23.909,5554,"LVEJO_Location4",41.853763,-87.693032,"outside","PMS5003+PMS5003+BME280"
"2020-02-22 19:45:00 +0000",11.85,17.292,18.912,143,-63.125,57.125,31.25,17.292,1873.378,552.568,92.214,6.928,1.972,0.68,11.85,18.912,13.925,19.349,21.939,19656,0.04,1000.439,NA,19.349,1987.015,622.67,85.634,7.728,3.141,1.255,13.925,21.939,5554,"LVEJO_Location4",41.853763,-87.693032,"outside","PMS5003+PMS5003+BME280"
