"created_at","PM1.0_CF_1_ug/m3_A","PM2.5_CF_1_ug/m3_A","PM10.0_CF_1_ug/m3_A","Uptime_Minutes_A","RSSI_dbm_A","Temperature_F_A","Humidity_%_A","PM2.5_CF_ATM_ug/m3_A","0.3um/dl_A","0.5um/dl_A","1.0um/dl_A","2.5um/dl_A","5.0um/dl_A","10.0um/dl_A","PM1.0_CF_ATM_ug/m3_A","PM10_CF_ATM_ug/m3_A","PM1.0_CF_1_ug/m3_B","PM2.5_CF_1_ug/m3_B","PM10.0_CF_1_ug/m3_B","HEAP_B","ADC0_voltage_B","Atmos_Pres_B","Not_Used_B","PM2.5_CF_ATM_ug/m3_B","0.3um/dl_B","0.5um/dl_B","1.0um/dl_B","2.5um/dl_B","5.0um/dl_B","10.0um/dl_B","PM1.0_CF_ATM_ug/m3_B","PM10_CF_ATM_ug/m3_B","ID","Name","Lat","Lon","Location","Type"
"2020-03-09 20:30:00 +0000",9.16,10.9,11.1,3,-76.5,64,53.5,10.9,1884.68,542.48,51.41,3.45,0.41,0.31,10.32,13.2,9.98,14.83,16.11,29552,0,NA,NA,14.83,NA,NA,NA,NA,NA,NA,NA,NA,7910,"SETF_SV1",41.72017,-87.551366,"outside","PMS5003+PMS5003+BME280"
"2020-03-09 20:45:00 +0000",10.983,14.296,14.806,13.7,-77.6,63.1,56.2,14.296,1931.303,564.71,58.136,3.712,1.286,0.871,10.83,14.866,9.548,12.864,13.272,28510.222,0,NA,NA,12.864,1802.909,521.896,52.539,3.051,0.434,0.412,9.548,13.272,7910,"SETF_SV1",41.72017,-87.551366,"outside","PMS5003+PMS5003+BME280"
"2020-03-09 21:00:00 +0000",12.846,15.868,16.616,28.2,-77.8,61.5,61.4,15.868,2142.674,623.191,64.055,4.705,0.742,0.382,12.719,16.46,11.63,14.9,15.728,28253.6,0,NA,NA,14.9,1979.062,575.143,62.523,4.809,0.925,0.867,11.482,15.535,7910,"SETF_SV1",41.72017,-87.551366,"outside","PMS5003+PMS5003+BME280"
"2020-03-09 21:15:00 +0000",13.345,16.772,17.358,39.25,-78,60.75,65.25,16.772,2242.67,652.128,71.418,4.428,0.722,0.175,13.345,17.358,11.152,15.428,16.02,28678,0,NA,NA,15.428,2010.585,592.55,72.185,6.635,1.125,0.87,12.015,16.255,7910,"SETF_SV1",41.72017,-87.551366,"outside","PMS5003+PMS5003+BME280"
"2020-03-09 21:30:00 +0000",11.944,14.432,14.88,5,-77.4,60,69.4,14.432,1522.84,447.065,41.648,1.97,0.38,0.3,12.102,14.815,8.786,11.432,12.092,25796.8,0,NA,NA,11.432,1508.2,430.713,49.875,3.948,0.625,0.445,8.995,12.357,7910,"SETF_SV1",41.72017,-87.551366,"outside","PMS5003+PMS5003+BME280"
"2020-03-09 21:45:00 +0000",12.341,15.495,16.552,15.7,-76.7,59.8,70.6,15.495,2038.162,596.796,65.542,4.306,0.929,0.563,12.32,16.569,10.929,13.997,14.971,28732.364,0,NA,NA,13.997,1927.051,539.636,61.038,4.864,1.189,0.859,10.788,14.849,7910,"SETF_SV1",41.72017,-87.551366,"outside","PMS5003+PMS5003+BME280"
"2020-03-09 22:00:00 +0000",13.244,16.9,18.333,30.3,-76.8,59.5,71.4,16.9,2175.648,632.398,71.544,5.587,0.946,0.334,13.18,18.288,12.443,16.503,17.717,28410.667,0,NA,NA,16.503,2435.467,614.375,68.739,5.037,0.907,1.163,12.318,17.402,7910,"SETF_SV1",41.72017,-87.551366,"outside","PMS5003+PMS5003+BME280"
"2020-03-09 22:15:00 +0000",14.375,18.975,19.923,46,-76.455,59.273,72.545,18.975,2395.322,699.544,76.255,5.398,1.007,0.365,14.375,19.923,12.815,17.326,18.306,27562,0,NA,NA,17.326,2189.013,636.706,71.458,5.954,1.076,0.845,12.806,18.346,7910,"SETF_SV1",41.72017,-87.551366,"outside","PMS5003+PMS5003+BME280"
"2020-03-09 22:30:00 +0000",16.745,21.2,21.775,61.091,-76.636,59.545,73,21.2,2670.927,780.151,86.046,4.671,0.484,0.384,16.703,21.649,15.026,20.03,21.157,28643.2,0,NA,NA,20.03,2918.156,742.407,84.882,5.758,1.192,0.957,15.026,21.157,7910,"SETF_SV1",41.72017,-87.551366,"outside","PMS5003+PMS5003+BME280"
"2020-03-09 22:45:00 +0000",16.712,21.119,22.068,76.364,-76.727,59.182,73.364,21.119,2685.405,780.998,86.825,5.14,0.936,0.377,16.737,22.057,14.826,19.854,20.548,29092.667,0,NA,NA,19.854,2565.619,729.345,87.726,5.436,0.544,0.343,14.904,20.688,7910,"SETF_SV1",41.72017,-87.551366,"outside","PMS5003+PMS5003+BME280"
