"created_at","PM1.0_CF_1_ug/m3_A","PM2.5_CF_1_ug/m3_A","PM10.0_CF_1_ug/m3_A","Uptime_Minutes_A","RSSI_dbm_A","Temperature_F_A","Humidity_%_A","PM2.5_CF_ATM_ug/m3_A","0.3um/dl_A","0.5um/dl_A","1.0um/dl_A","2.5um/dl_A","5.0um/dl_A","10.0um/dl_A","PM1.0_CF_ATM_ug/m3_A","PM10_CF_ATM_ug/m3_A","PM1.0_CF_1_ug/m3_B","PM2.5_CF_1_ug/m3_B","PM10.0_CF_1_ug/m3_B","HEAP_B","ADC0_voltage_B","Atmos_Pres_B","Not_Used_B","PM2.5_CF_ATM_ug/m3_B","0.3um/dl_B","0.5um/dl_B","1.0um/dl_B","2.5um/dl_B","5.0um/dl_B","10.0um/dl_B","PM1.0_CF_ATM_ug/m3_B","PM10_CF_ATM_ug/m3_B","ID","Name","Lat","Lon","Location","Type"
"2020-02-14 23:15:00 +0000",0.02,0.92,1.317,2.667,-47.333,73.667,18,0.92,167.973,50.707,13.147,1.273,0.53,0.53,0.02,1.317,NA,NA,NA,18269.333,0,862.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-14 23:30:00 +0000",25.395,75.509,110.708,11,-48.375,75.625,16.5,50.516,4880.572,1535.698,675.92,132.385,46.005,34.436,16.982,74.128,NA,NA,NA,20050,0,862.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-14 23:45:00 +0000",119.37,384.952,581.342,25.667,-48.167,77,16,258.83,22202.058,7337.167,3504.23,726.665,254.818,192.84,80.62,391.18,NA,NA,NA,19925.333,0,863.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 00:00:00 +0000",1.018,3.118,4.288,41,-46.125,77.375,15.5,3.118,354.551,107.93,32.304,4.185,1.37,1.262,1.018,4.288,NA,NA,NA,20177,0,863.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 00:15:00 +0000",0.006,0.441,0.663,56,-44.714,77.286,15,0.441,150.193,45.174,9.243,0.987,0.246,0.246,0.006,0.663,NA,NA,NA,20213.714,0,863.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 00:30:00 +0000",0.008,0.485,0.626,71,-45.5,77,15,0.485,151.64,44.695,9.949,1.079,0.215,0.108,0.008,0.626,NA,NA,NA,19964,0,864.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 00:45:00 +0000",0.009,0.227,0.243,86,-44.571,76.857,15,0.227,127.057,36.967,6.394,0.421,0,0,0.009,0.243,NA,NA,NA,20043.429,0,864.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 01:00:00 +0000",0,0.332,0.692,101,-44.625,76,15,0.332,130.271,38.839,7.785,1.021,0.429,0.375,0,0.692,NA,NA,NA,19796,0,864.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 01:15:00 +0000",0,0.15,0.221,116,-45.571,76,15,0.15,107.52,32.2,6.144,0.429,0.123,0.123,0,0.221,NA,NA,NA,19729.143,0,864.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 01:30:00 +0000",0,0.26,0.484,131,-44.5,75.5,15,0.26,120.342,35.869,7.014,1.075,0.322,0.215,0,0.484,NA,NA,NA,19754,0,864.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 01:45:00 +0000",0,0.24,0.54,146,-45.571,75,15,0.24,131.084,38.474,6.927,1.21,0.351,0.304,0,0.54,NA,NA,NA,19923.429,0,864.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 02:00:00 +0000",0,0.29,0.566,161,-45,75,15,0.29,130.17,37.624,7.585,0.891,0.332,0.266,0,0.566,NA,NA,NA,19796,0,864.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 02:15:00 +0000",0.009,0.337,0.5,176,-45.714,74.429,15,0.337,132.659,39.47,7.36,0.816,0.246,0.246,0.009,0.5,NA,NA,NA,19924.571,0,865.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 02:30:00 +0000",0.024,0.387,0.64,190,-45.143,74,15,0.387,147.594,43.719,7.613,1.064,0.307,0.246,0.024,0.64,NA,NA,NA,19753.143,0,865.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 02:45:00 +0000",0.018,0.343,0.405,207,-45.167,74,15.167,0.343,136.995,40.808,7.258,0.36,0.073,0.073,0.018,0.405,NA,NA,NA,19698.667,0,865.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 03:00:00 +0000",0,0.218,0.268,221,-44.5,74,16,0.218,117.626,34.144,6.878,0.672,0.079,0.025,0,0.268,NA,NA,NA,19775,0,866.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 03:15:00 +0000",0,0.31,0.389,236,-45,73.429,16,0.31,119.786,35.407,7.32,0.881,0.094,0.094,0,0.389,NA,NA,NA,19826.286,0,866.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 03:30:00 +0000",0,0.268,0.442,252.333,-45,73,16,0.268,131.243,39.032,6.932,1.095,0.143,0.143,0,0.442,NA,NA,NA,19680,0,866.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 03:45:00 +0000",0,0.226,0.351,266,-44.571,73,16,0.226,118.824,35.267,7.267,0.634,0.121,0.121,0,0.351,NA,NA,NA,19801.143,0,867.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 04:00:00 +0000",0.002,0.179,0.251,281,-45.125,73,16,0.179,124.204,36.255,6.126,0.431,0.054,0.054,0.002,0.251,NA,NA,NA,19669,0,867.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 04:15:00 +0000",0,0.139,0.341,296,-44.857,73,16,0.139,118.079,35.431,6.436,0.737,0.244,0.183,0,0.341,NA,NA,NA,19681.143,0,867.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 04:30:00 +0000",0,0.121,0.218,311,-44.625,72.125,16,0.121,119.215,34.398,7.039,0.37,0.132,0.079,0,0.218,NA,NA,NA,19945,0,867.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 04:45:00 +0000",0.003,0.103,0.276,326,-44.571,72,16,0.103,115.571,35.07,6.499,0.38,0.217,0.217,0.003,0.276,NA,NA,NA,19923.429,0,867.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 05:00:00 +0000",0,0.11,0.266,341,-44.625,72,16,0.11,118.544,34.304,5.726,0.429,0.216,0.216,0,0.266,NA,NA,NA,20009,0,867.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 05:15:00 +0000",0,0.271,0.384,356,-45.286,72,16,0.271,128.351,38.349,7.02,0.553,0.124,0.124,0,0.384,NA,NA,NA,19826.286,0,867.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 05:30:00 +0000",0,0.13,0.344,371,-46.625,72,16,0.13,130.88,38.225,5.918,0.431,0.269,0.215,0,0.344,NA,NA,NA,19733,0,868.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 05:45:00 +0000",0.006,0.337,0.337,386,-45,71.571,16,0.337,136.149,40.539,7.136,0.734,0,0,0.006,0.337,NA,NA,NA,20045.714,0,868.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 06:00:00 +0000",0,0.284,0.318,401,-44.5,71,16,0.284,131.159,37.691,7.214,0.538,0.052,0.052,0,0.318,NA,NA,NA,19795,0,868.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 06:15:00 +0000",0.034,0.334,0.404,416,-44.429,71,16,0.334,147.689,43.549,7.189,0.46,0.121,0.061,0.034,0.404,NA,NA,NA,19826.286,0,868.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 06:30:00 +0000",0.005,0.15,0.289,431,-45.75,71,16,0.15,138.272,40.578,5.469,0.566,0.112,0.059,0.005,0.289,NA,NA,NA,19924,0,868.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 06:45:00 +0000",0.006,0.284,0.366,446,-46.143,71,16,0.284,147.294,42.631,6.1,0.483,0.114,0.054,0.006,0.366,NA,NA,NA,19753.143,0,868.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 07:00:00 +0000",0.002,0.422,0.499,461,-44.5,71.375,16.375,0.422,148.716,44.024,8.24,0.698,0.106,0.052,0.002,0.499,NA,NA,NA,19902,0,868.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 07:15:00 +0000",0.031,0.2,0.349,476,-44.429,73.286,15.714,0.2,146.837,41.424,6.396,0.37,0.123,0.123,0.031,0.349,NA,NA,NA,19907.429,0,868.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 07:30:00 +0000",0,0.262,0.356,491,-44.5,73,16,0.262,146.202,41.688,5.979,0.451,0.108,0.054,0,0.356,NA,NA,NA,19818,0,868.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 07:45:00 +0000",0.019,0.277,0.324,506,-45.143,73,16,0.277,140.561,40.617,6.504,0.526,0.061,0,0.019,0.324,NA,NA,NA,19680,0,868.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 08:00:00 +0000",0.036,0.405,0.449,521,-45.625,72,16,0.405,156.895,46.379,7.438,0.431,0.054,0.054,0.036,0.449,NA,NA,NA,20008,0,868.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 08:15:00 +0000",0.054,0.427,0.651,536,-45.286,72,16,0.427,157.831,46.23,8.204,0.797,0.307,0.123,0.054,0.651,NA,NA,NA,19826.286,0,868.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 08:30:00 +0000",0.022,0.321,0.398,551,-43.75,71.375,16,0.321,155.768,44.235,6.329,0.59,0.054,0.054,0.022,0.398,NA,NA,NA,19860,0,868.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 08:45:00 +0000",0.003,0.321,0.514,566,-45.857,71,16,0.321,152.634,45.909,6.484,0.49,0.244,0.184,0.003,0.514,NA,NA,NA,19899.429,0,868.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 09:00:00 +0000",0.019,0.214,0.254,581,-44.625,71.375,16,0.214,145.83,42.219,6.281,0.32,0.052,0.052,0.019,0.254,NA,NA,NA,19775,0,868.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 09:15:00 +0000",0.01,0.361,0.361,596,-44.429,73.714,15,0.361,148.513,44.183,6.779,0.369,0,0,0.01,0.361,NA,NA,NA,19778.286,0,868.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 09:30:00 +0000",0.006,0.436,0.576,611,-44.75,73,15,0.436,155.515,46.212,7.719,0.482,0.162,0.162,0.006,0.576,NA,NA,NA,19839,0,868.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 09:45:00 +0000",0.003,0.346,0.483,626,-46,72.286,15.714,0.346,159.537,45.951,6.69,0.541,0.183,0.061,0.003,0.483,NA,NA,NA,20020.571,0,868.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 10:00:00 +0000",0.019,0.334,0.469,641,-45.25,71.875,16,0.334,158.558,46.865,6.725,0.492,0.108,0.108,0.019,0.469,NA,NA,NA,19966,0,868.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 10:15:00 +0000",0.043,0.449,0.47,656,-45.143,71,16,0.449,167.003,49.636,6.969,0.493,0,0,0.043,0.47,NA,NA,NA,19899.429,0,869.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 10:30:00 +0000",0.012,0.389,0.389,671,-45,71.5,15.875,0.389,160.308,46.932,7.095,0.268,0,0,0.012,0.389,NA,NA,NA,19669,0,868.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 10:45:00 +0000",0,0.366,0.436,686,-46.286,73,15,0.366,154.014,45.084,7.867,0.796,0.121,0.06,0,0.436,NA,NA,NA,19972.571,0,868.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 11:00:00 +0000",0.088,0.519,0.715,701,-44.75,72,15,0.519,168.718,49.364,7.919,0.75,0.215,0.215,0.088,0.715,NA,NA,NA,19945,0,868.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 11:15:00 +0000",0.031,0.459,0.584,716,-44.714,71.857,15.571,0.459,171.989,49.58,8.416,0.594,0.156,0.033,0.031,0.584,NA,NA,NA,19802.286,0,868.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 11:30:00 +0000",0.034,0.535,0.745,731,-45,71,16,0.535,175.941,50.365,7.926,0.615,0.24,0.24,0.034,0.745,NA,NA,NA,19775,0,868.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 11:45:00 +0000",0.03,0.456,0.546,746,-44.143,71.857,15.571,0.456,169.373,48.53,7.949,0.613,0.123,0.061,0.03,0.546,NA,NA,NA,19802.286,0,868.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 12:00:00 +0000",0.009,0.394,0.56,761,-45.25,73,15,0.394,163.329,47.722,7.191,0.7,0.216,0.162,0.009,0.56,NA,NA,NA,19966,0,868.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 12:15:00 +0000",0.073,0.513,0.7,776,-44.571,72.429,15,0.513,168.856,50.233,7.783,0.491,0.247,0.186,0.073,0.7,NA,NA,NA,19826.286,0,868.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 12:30:00 +0000",0.05,0.462,0.462,791,-45.25,72,15,0.462,166.888,48.25,6.792,0.322,0,0,0.05,0.462,NA,NA,NA,19775,0,868.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 12:45:00 +0000",0.034,0.423,0.556,806,-44,71.429,15,0.423,152.664,44.901,7.601,0.71,0.156,0.094,0.034,0.556,NA,NA,NA,19753.143,0,869.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 13:00:00 +0000",0.075,0.546,0.602,821,-44.875,71,15.625,0.546,173.821,49.705,7.92,0.905,0.079,0.025,0.075,0.602,NA,NA,NA,19795,0,869.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 13:15:00 +0000",0.076,0.516,0.64,836,-45,72.429,15,0.516,166.367,49.313,8.059,0.654,0.183,0.183,0.076,0.64,NA,NA,NA,19826.286,0,869.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 13:30:00 +0000",0.059,0.528,0.745,851,-44,72.875,15,0.528,168.506,48.525,7.725,0.858,0.268,0.161,0.059,0.745,NA,NA,NA,19839,0,869.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 13:45:00 +0000",0.024,0.359,0.526,866,-45,72,15,0.359,155.563,46.256,6.92,0.731,0.244,0.121,0.024,0.526,NA,NA,NA,19729.143,0,869.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 14:00:00 +0000",0.016,0.32,0.426,881,-45.125,71.75,15,0.32,163.346,46.558,6.87,0.75,0.16,0,0.016,0.426,NA,NA,NA,19817,0,869.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 14:15:00 +0000",0.013,0.336,0.413,896,-45,71,15,0.336,160.524,44.899,6.33,0.493,0.061,0.061,0.013,0.413,NA,NA,NA,19826.286,0,869.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 14:30:00 +0000",0.016,0.41,0.459,911,-45.125,71.125,15.25,0.41,164.288,46.506,6.598,0.592,0.054,0.054,0.016,0.459,NA,NA,NA,19775,0,869.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 14:45:00 +0000",0,0.317,0.409,926,-45.714,73.286,14.571,0.317,156.073,45.721,6.84,0.426,0.061,0.061,0,0.409,NA,NA,NA,19778.286,0,869.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
"2020-02-15 15:00:00 +0000",0.075,0.555,0.639,941,-45.5,72.5,15,0.555,173.812,50.48,7.452,0.6,0.052,0.052,0.075,0.639,NA,NA,NA,19825,0,869.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48435,"Hamilton!",39.778864,-86.12514,"inside","PMS5003+PMS5003+BME280"
